,username,tweet_content,datetime,hashtag,source,user_verified,url,sentence_length,hour,date,month,year
592,amitabha_aryan,Amitabhakrsrivastava Nov Looks like  took againWhere are you  Bhai  Sharma and save them inside,2023-11-19 15:03:54,#रोहित शर्मा,Twitter Web,False,https://twitter.com/@amitabha_aryan/status/None,95,15.0,2023-11-19,11,2023
593,Imkks_Rana121,Keshav Kumar Singh Jan अब तrd चप चप of bals with Sixes and Fours Hitman Show in ChinaHe Got Support by Rinku Singh at the end          ,2024-01-17 15:28:46,#रोहित शर्मा,Twitter Web,False,https://twitter.com/@Imkks_Rana121/status/None,135,1.0,2024-01-17,1,2024
594,PawanBamboriya9,Digital news Jan     Team of the Year captain Rohit Sharma was elected the captain of the ICCs best ODI of the year in which two more Indians have got a place besides star batsmen  Kohli and Mohammad   fast bowling pair Show more,2024-01-24 04:02:48,#रोहित शर्मा,Twitter Web,False,https://twitter.com/@PawanBamboriya9/status/None,229,7.0,2024-01-24,1,2024
595,meet_21_,MeeT h Often we see mentally challenged people roaming on roads Saint Dr MSG Insan started a initiative for helping those mentally challenged via providing them proper health treatment and unite them with their families  DrGURMEET RAM RAHIM and Shah Satnam Ji Green S Welfare Committee,2024-11-04 03:13:25,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@meet_21_/status/None,285,6.0,2024-11-04,11,2024
596,Kotajitu1994,Sea_winter h Today humanity is ending in peopleEspecially those who are retarded are seen with inferiority complex in societySuch mentally deranged people are treated by the inspiration of Saint Dr MSG Insan after which they are handed over to their families ,2024-11-04 01:30:01,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Kotajitu1994/status/None,259,17.0,2024-11-04,11,2024
597,asredhu11,A S ARYA h Mentally disturbed people are seen as inferior in the society Whereas Saint Dr MSG Insan started the work of treating mentally retarded people DSS followers get the mentally challenged people treated hand them over to their families ,2024-11-04 02:50:02,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@asredhu11/status/None,244,6.0,2024-11-04,11,2024
598,Gaganpr89219900,Gagan preet h In todays era people have become very selfish they do not want to help anyone Guru Saint Dr MSG Insan ji introduces their followers to treat mentally ill people and introduce them to their family ,2024-11-04 03:20:35,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Gaganpr89219900/status/None,210,9.0,2024-11-04,11,2024
599,MonikaI777,Monika_Mehra h Saint Dr MSG Insan has kept humanity alive by initiating the Help Mentally Challenged campaignFollowing the noble inspirations of Gurujithe disciples of DSS provide treatment for mentally challenged individuals and later reunite them with their families DrGURMEET RAM RAHIM and Honeypreet Insan,2024-11-04 02:09:17,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@MonikaI777/status/None,309,15.0,2024-11-04,11,2024
600,Meen_u_Kathuria,Thank You God h Followers of Saint Dr MSG Insan take care of mentally retarded persons roaming on roads and reunite them with their families ,2024-11-04 02:37:27,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Meen_u_Kathuria/status/None,141,11.0,2024-11-04,11,2024
601,kumarinsanv,Vivek Kumar insan h We all should understand the situation of a mentally ill person and our attitude towards them should be caring and sympathetic Saint Dr MSG Insan has kept humanity alive by taking care of the mentally challenged and starting the work of welfare of people,2024-11-04 02:48:41,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@kumarinsanv/status/None,274,6.0,2024-11-04,11,2024
602,InsanNeeru2,ℕ𝔼𝔼ℝ𝕌 𝔹𝔸𝕋ℍ𝕀ℕ𝔻𝔸 h Mentally ill people are seen as inferior in the society Whereas Saint Dr MSG Insan started the work of treating mentally retarded people Following his inspiration the followers get the mentally challenged people treated hand them over to their families ,2024-11-04 01:30:03,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@InsanNeeru2/status/None,270,15.0,2024-11-04,11,2024
603,mamta_77713,Mamta Grover h In this era of modernization where people are limited to their families there are millions who inspired by Saint Dr MSG Insan take care of those mentality retarded people wondering on roads provide them treatment and reunite them with their families ,2024-11-04 03:00:01,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@mamta_77713/status/None,265,15.0,2024-11-04,11,2024
604,Iampreet004,Préét_k h Nowadays people are running to earn money so Saint Dr MSG Insan started the work of humanity the reinstatement of humanity is being treated by the followers of Dera Sacha Sauda following the auspicious motivations of Guruji,2024-11-04 02:59:32,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Iampreet004/status/None,233,4.0,2024-11-04,11,2024
605,_Shrishti_Nagar,Shrishti Nagar h  by Saint Dr MSG Insan who dedicated his life to take mankind to crest lost truly embodies divine love and mercy He symbolizes the strength of faith the power of intercession and a reminder that no one is beyond the reach of grace Babita and others,2024-11-04 02:44:30,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@_Shrishti_Nagar/status/None,265,3.0,2024-11-04,11,2024
606,mohitsharma888,Mohit Sharma h Often we see some mentally challenged individuals roaming around us on roads Saint Dr MSG Insan started a initiative for helping those mentally challenged individuals via providing them proper health treatment and unite them with their family ,2024-11-04 02:26:38,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@mohitsharma888/status/None,258,1.0,2024-11-04,11,2024
607,Gjender Verm,G Verm h At presentinstead of helping mentally handicapped people in the societythey are looked upon as inferior Saint DrMSG Insan has kept humanity alive by helping mentally weak peopleDera followers have reunited thousands of such people with their families ,2024-11-04 01:54:46,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/G@jender Verm@/status/None,260,2.0,2024-11-04,11,2024
608,preetsarpanch6,preet Burj B h Families torn apart by mental health challenges can find hope again With the help of Saint Dr MSG Insans initiatives countless reunions are happening Join the movement  Saint Dr MSG Insan,2024-11-04 02:15:25,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@preetsarpanch6/status/None,202,3.0,2024-11-04,11,2024
609,ranaritesh777,Ɽitesh ɽana h Saint DrUnder the leadership of MSG Insan we are seeing how humanity can be revivedIt is the responsibility of all of us to understand and take care of mentally deranged peopleDera followers are doing unique work in this direction,2024-11-04 02:29:24,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@ranaritesh777/status/None,244,2.0,2024-11-04,11,2024
610,NayabSi11345470,Nayab Singh h Saint Dr MSG Insan has kept humanity alive by starting the work of good humanity with retardation Following the inspirations of Guruji such mentally ill people are treated by the followers of Dera Sacha Sauda  DrGURMEET RAM RAHIM and Dera Sacha Sauda,2024-11-04 01:47:07,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@NayabSi11345470/status/None,264,2.0,2024-11-04,11,2024
611,NavjotBrar68554,Navjot Brar h Saint Dr MSG Insan has kept humanity alive by initiating the Help Mentally Challenged campaignFollowing the inspirations of Gurujithe disciples of DSS provide treatment for mentally challengedThousands of such ppl have been reunited with their families ,2024-11-04 02:55:13,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@NavjotBrar68554/status/None,267,2.0,2024-11-04,11,2024
612,756seemarani,seema h Saint Dr MSG Insan has kept humanity alive by starting the work of helping mentally retarded people Such mentally challenged people are treated by the followers of Dera Sacha Sauda and after that they are handed over to their families ,2024-11-04 02:29:58,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@756seemarani/status/None,243,1.0,2024-11-04,11,2024
613,Ruby02896599,Ruby h Nowadays people shy away from mentally ill people Saint Dr MSG Insan has kept humanity alive by taking care of the mentally retarded and has done a great favor to such people ,2024-11-04 03:06:12,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Ruby02896599/status/None,182,3.0,2024-11-04,11,2024
614,SohayKaram,Käŕąm Mehra Ïñāņ h A world that uplifts its weakest is a world that thrives in humanity Individuals facing mental health challenges are not only misunderstood but are also marginalized Saint Dr MSG Insan initiated a campaign with a ,2024-11-04 02:14:16,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@SohayKaram/status/None,232,2.0,2024-11-04,11,2024
615,MintuIn75893528,Mintu Insan h Saint Dr MSG Insan has kept humanity alive by starting the work of taking care of mentally challenged people and doing good for them Following the holy inspirations of Guruji the followers of Dera Sacha Sauda treat such mentally challenged people  DrGURMEET RAM RAHIM,2024-11-04 01:46:36,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@MintuIn75893528/status/None,281,2.0,2024-11-04,11,2024
616,MintuIn75893528,Mintu Insan h Saint Dr MSG Insan न मदबदध सभल मनवत भलई क करय क शरआत करक इसनयत क जद रख ह गरज क पवन पररणओ पर चलत हए डर सचच सद क अनययय दवर ऐस मनसक रप स वकषपत लग क इलज करय जत ह  DrGURMEET RAM RAHIM,2024-11-04 01:44:08,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@MintuIn75893528/status/None,192,2.0,2024-11-04,11,2024
617,PoojaInsaa77,Ƥooja𒆜 Sep Only a true saint can teach a person to control his mind Millions of people listen to Saint Dr MSG Insans  follow his teachings and refresh their soul by making their thoughts positive K,2024-09-15 01:31:39,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@PoojaInsaa77/status/None,197,1.0,2024-09-15,9,2024
618,SohayKaram,Käŕąm Mehra Ïñāņ h Saint Dr MSG Insan has kept humanity alive by starting the work of helping mentally retarded people Such mentally challenged people are treated by the followers of Dera Sacha Sauda and after that they are handed over to their families ,2024-11-04 02:18:16,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@SohayKaram/status/None,254,2.0,2024-11-04,11,2024
619,ThisIsMohit777,Mohit Kumar Oct Saint Dr MSG Insan initiated the  campaign A saints purpose remains in uplifting people and removing all evils from society Saints are messengers of true supreme power and their every action saves the dying humanity K,2024-10-03 01:33:24,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@ThisIsMohit777/status/None,233,2.0,2024-10-03,10,2024
620,Dharam952691,Dharam didel Hindu Jul हर हर महदव दसत सभ जव पर महदव कप बनए रख  वजय    Ka Crown  Dr MSG Insan  सन    Hind  चधर    रम,2024-07-26 02:27:19,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Dharam952691/status/None,115,1.0,2024-07-26,7,2024
621,DiscipleOfMSG,Kanika Sep The true saint describes man as a means to control his mind anger attachment greed arrogance By listening to the holy  of Saint Dr MSG Insan millions are living a life of happiness and peace by reenergising their souls and making their thoughts positive DrGURMEET RAM RAHIM,2024-09-15 01:43:27,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@DiscipleOfMSG/status/None,284,2.0,2024-09-15,9,2024
622,rajeshinsan177,Rajesh h  Saint Dr MSG Insan,2024-11-04 01:15:01,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@rajeshinsan177/status/None,28,2.0,2024-11-04,11,2024
623,Kulwinder116,Kulwinder Sodhi Sep Cycling is best method to maintained to health and it is also helpful to control the pollution  Dr MSG Insan ,2023-09-20 02:26:23,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Kulwinder116/status/None,129,3.0,2023-09-20,9,2023
624,reetkaur577,its reet Mar We should be thankful to god as god has given alot of things and he is giving to us DrMSG Insan tells to people God has given good health happiness and alot of things so we should be thankful to god  DrGURMEET RAM RAHIM and Honeypreet Insan,2024-03-26 03:04:10,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@reetkaur577/status/None,253,2.0,2024-03-26,3,2024
625,PoojaInsaa77,Ƥooja𒆜 Jul Many children are deprived of education due to poor economic condition For such class Saint Dr MSG Insan came as the Messiah and  Following his sacred inspiration to start the campaign DSS followers provide education to the children of needy families K,2024-07-02 01:37:37,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@PoojaInsaa77/status/None,263,1.0,2024-07-02,7,2024
626,Brijpal_77,Brijpal Jul  Dr MSG Insan Ji inspires us to modify our DNA through the method of Meditation By doing this anyone can  from any kind of disease develop a new skill and be able to live a good and healthy life,2024-07-07 11:07:34,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Brijpal_77/status/None,206,1.0,2024-07-07,7,2024
627,pranita073,Parinita Diwedi Sep Fight between two Muslim groups in a Moradabad India mosque Are they arguing over who is the bigger victim of Hindutva violence   सरवपलल रधकषणन परव रषटरपत   Dr MSG Insan,2024-09-05 06:22:48,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@pranita073/status/None,189,1.0,2024-09-05,9,2024
628,Mπpr€€t,Mt Sep Not only spiritual but true saints also provide worldly knowledge to their disciples SimilarlySaint Dr MSG Insan inspires everyone to meditate Gods name and to do selfless service also HE provides so many life changing tips for physical mental health ,2024-09-15 01:30:15,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/M@πpr€€t/status/None,258,2.0,2024-09-15,9,2024
629,Brijpal_77,Brijpal Jul  Dr MSG Insans DEPTH campaign empowers youth by keeping them drugfree and skilled Celebrate  by investing in youth development ,2024-07-15 02:56:03,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Brijpal_77/status/None,139,1.0,2024-07-15,7,2024
630,_Iam_Sahil,Sahil Saini Sep Thou show the righteous path of living to millions and connected them with God by imparting method of meditation WE BOW TO YOU TRUE MASTER SAINT Saint Dr MSG Insan FOR MAKING OUR LIVES BLISSFUL WITH YOUR TRUE WISDOm  K,2024-09-15 01:16:56,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@_Iam_Sahil/status/None,234,2.0,2024-09-15,9,2024
631,Brijpal_77,Brijpal Jul  Dr MSG Insans  initiative ensures that no child is left behind Lets support this noble cause and make education accessible to everyone  ,2024-07-23 05:14:26,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Brijpal_77/status/None,149,1.0,2024-07-23,7,2024
632,JyotiRai1218691,Jyoti rai Jun Our Guru Saint Dr Gurmeet Ram Rahim Singh ji has taught us that if any needy needs clothes we should distribute clothesDera Sachcha Sauda is required by such needy people  DR MSG Insan,2024-06-30 04:59:00,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@JyotiRai1218691/status/None,198,1.0,2024-06-30,6,2024
633,Brijpal_77,Brijpal Jul  Dr MSG Insan the Spiritual Master of Dera Sacha Sauda has taught million people the true method of meditation and guided them in every aspect of life Bow down on  ,2024-07-21 08:18:05,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Brijpal_77/status/None,176,2.0,2024-07-21,7,2024
634,MonikaI777,Monika_Mehra Sep Saint MSG Insan not only provides spiritual knowledge for stress free life but also HE has given many easy and effective health care tips like eating nutritious diet improving eye sight treating allergies cough cold viral infections and much more  DrGURMEET RAM RAHIM and Honeypreet Insan K,2023-09-06 01:32:19,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@MonikaI777/status/None,307,3.0,2023-09-06,9,2023
635,sweetyinsan,SWEETY h Replying to Saint Dr MSG Insan is a true social reformer ,2024-11-04 03:17:33,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@sweetyinsan/status/None,66,1.0,2024-11-04,11,2024
636,Insan_0777,MSGian Aug Saint Dr MSG Insans teachings show the importance of being true human beings HE encourages the followers to treat all living beings with compassion and respect irrespective of their backgrounds or beliefs   K,2024-08-01 08:39:55,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Insan_0777/status/None,219,11.0,2024-08-01,8,2024
637,InsanRajni786,_ Mar  has become more important these days more than ever Keep in contact with those around you Saint Dr MSG Insan has provided so many tips to beat stress anxiety depression With the Method Of Meditation provided by Him millions are living peaceful life DrGURMEET RAM RAHIM K,2024-03-27 02:08:12,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@InsanRajni786/status/None,277,6.0,2024-03-27,3,2024
638,AnitaIn46636255,Papas Angel_Ani Nov Replying to Absolutely Saint Dr MSG Insan started this  to provide immediate assistance and Save lives,2024-11-02 02:29:34,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@AnitaIn46636255/status/None,122,1.0,2024-11-02,11,2024
639,Insan_0777,MSGian Sep Many people have accepted the health tips in their lifestyle prescribed by Revered Saint MSG Insan which helps in preventing diseases ,2023-09-06 01:35:10,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@Insan_0777/status/None,145,2.0,2023-09-06,9,2023
640,MontyInsan,MôñTy GuGlani Oct    We have to take care of ourselves but in busy life we dont do this and day by day forgot our health Saint Dr MSG Insan tells many health tips with helps us in achieving a healthy life,2024-10-29 04:49:54,#Saint Dr MSG Insan,Twitter Web,False,https://twitter.com/@MontyInsan/status/None,204,1.0,2024-10-29,10,2024
641,RobDeRosa28,Rob De Rosa h Unsung hero today This man covers every single blade of grass and needs more respect to his name for such a young talent What a win             ,2024-11-03 15:59:03,#Solanke,Twitter Web,False,https://twitter.com/@RobDeRosa28/status/None,158,5.0,2024-11-03,11,2024
642,AceFantasyPL,Ace Fantasy PL Nov Ace  Alert I call on all coders out there to come up with a better FPL game to help us get rid of admins price manipulation  now  a poor bonus system A game where admins reveal their teams to the public instead of hiding behind them,2024-11-02 07:00:11,#Solanke,Twitter Web,False,https://twitter.com/@AceFantasyPL/status/None,251,4.0,2024-11-02,11,2024
643,Spurs986,Thfc_Editz m unsung hero in the last couple games comes on and has been solid against both city and villa  ,2024-11-03 16:26:54,#Spurs,Twitter Web,False,https://twitter.com/@Spurs986/status/None,107,8.0,2024-11-03,11,2024
644,amritpradhan63,Amrit Pradhan m North Stand Gang in full flow Meanwhile Sundar from the other end   ,2024-11-02 08:12:05,#Sundar,Twitter Web,False,https://twitter.com/@amritpradhan63/status/None,84,1.0,2024-11-02,11,2024
645,Faraz__Iqbal,FI Oct A floating haven on river trace A houseboat sits with gentle grace Ripples whisper tales of water song As current carries dreams along Overcast  paints liquid floor Reflections dance forevermore         ,2024-10-25 02:46:37,#Sundar,Twitter Web,False,https://twitter.com/@Faraz__Iqbal/status/None,210,3.0,2024-10-25,10,2024
646,darbhangakhabar,Darbhanga khabar Oct Famous doctor Kafeel Khan reached Darbhanga the atmosphere was hot and started in the area of flood victims See the thread down to see the full news    K,2024-10-24 16:04:34,#Sundar,Twitter Web,False,https://twitter.com/@darbhangakhabar/status/None,174,8.0,2024-10-24,10,2024
647,AbhignaMaisuria,Abhigna Maisuria Oct OCT MID DAY                   ,2024-10-25 07:11:13,#Sundar,Twitter Web,False,https://twitter.com/@AbhignaMaisuria/status/None,51,2.0,2024-10-25,10,2024
648,Prem99331373,Prem Oct IT HPN TOMORROW     K,2024-10-24 16:11:37,#Sundar,Twitter Web,False,https://twitter.com/@Prem99331373/status/None,30,2.0,2024-10-24,10,2024
649,Monish09cric,Monish Oct UNLUCKY VIRAT KOHLI It looks like Not Out but Gone for Umpires Call           ,2024-10-26 08:06:00,#Sundar,Twitter Web,False,https://twitter.com/@Monish09cric/status/None,89,1.0,2024-10-26,10,2024
650,Monish09cric,Monish Oct It was Just Clipping It looks like Not Out but Virat Kohli Gone for Umpires Call           ,2024-10-26 08:14:38,#Sundar,Twitter Web,False,https://twitter.com/@Monish09cric/status/None,102,4.0,2024-10-26,10,2024
651,Rohith_tarak_45,Tarak Devotee m Washington Sundar with bat in the India vs New Zealand Test series Indias biggest positive for BGT      ,2024-11-02 08:00:29,#Sundar,Twitter Web,False,https://twitter.com/@Rohith_tarak_45/status/None,120,15.0,2024-11-02,11,2024
652,Rohith_tarak_45,Tarak Devotee m WELL PLAYED WASHINGTON SUNDAR Sundar scored a valuable runs and India lead by runs vital for Indias chances for the WTC final      ,2024-11-02 08:00:55,#Sundar,Twitter Web,False,https://twitter.com/@Rohith_tarak_45/status/None,147,7.0,2024-11-02,11,2024
653,rajputani_girl_,Miistii Singh Oct  Will Pass Without Liking This Post Jay Mahakal Jay Shri Ram Good evening          Show More k,2024-10-24 13:52:59,#Sundar,Twitter Web,False,https://twitter.com/@rajputani_girl_/status/None,112,16.0,2024-10-24,10,2024
654,publictvnews,Publictv AUG The case is under investigation Jabardast Title Track Release hontadallidejabardasthtitletrack Case is under investigation Jabardust Release Title Track Release From PUBLICTVin,2024-08-20 13:10:27,#Sundar,Twitter Web,False,https://twitter.com/@publictvnews/status/None,189,8.0,2024-08-20,8,2024
655,SachinS65843277,Sachin Suryawanshi Jul NCP Congress Party Sharad Chandra Pawar Party Social Media Region Organizer Happy Birthday to our friend Sundar Chavan  ,2024-07-08 01:38:47,#Sundar,Twitter Web,False,https://twitter.com/@SachinS65843277/status/None,143,2.0,2024-07-08,7,2024
656,DrNashu_,Dr Nashu Oct The replacement of Kuldeep Yadav is such a great decision  ,2024-10-24 10:17:52,#Sundar,Twitter Web,False,https://twitter.com/@DrNashu_/status/None,72,16.0,2024-10-24,10,2024
657,PVeerapandi,Cine viral Safe  Sundar C Vadivelu  c  Three,2024-09-12 01:20:23,#Sundar,Twitter Web,False,https://twitter.com/@PVeerapandi/status/None,44,7.0,2024-09-12,9,2024
658,Monish09cric,Monish Oct New Zealand Lead by Runs in the second insings             ,2024-10-25 11:02:56,#Sundar,Twitter Web,False,https://twitter.com/@Monish09cric/status/None,70,16.0,2024-10-25,10,2024
659,Monish09cric,Monish Oct JIOCINEMA SPECIAL IPL SHOW IPL retention show starts at pm IST on October st on Jiocinema              ,2024-10-25 06:54:53,#Sundar,Twitter Web,False,https://twitter.com/@Monish09cric/status/None,114,8.0,2024-10-25,10,2024
660,ruthvik_kurra,Ruthvik Devara Oct Why  in Playing The Reason you can See Now,2024-10-24 09:54:08,#Sundar,Twitter Web,False,https://twitter.com/@ruthvik_kurra/status/None,61,8.0,2024-10-24,10,2024
661,Monish09cric,Monish Oct TNCA POSTER FOR WASHI ASHWIN What a dream day for Tamil Nadu cricket          ,2024-10-24 10:47:00,#Sundar,Twitter Web,False,https://twitter.com/@Monish09cric/status/None,89,8.0,2024-10-24,10,2024
662,OldYaade,Kumar m Oct We have seven seven   ,2024-10-25 07:46:33,#Sundar,Twitter Web,False,https://twitter.com/@OldYaade/status/None,34,8.0,2024-10-25,10,2024
663,Monish09cric,Monish Oct WICKETS IN OVERS FOR SUNDAR India are back New Zealand down What a spell           ,2024-10-24 09:15:38,#Sundar,Twitter Web,False,https://twitter.com/@Monish09cric/status/None,94,13.0,2024-10-24,10,2024
664,Navratan8807,Navratan Oct Washington Sundar is living his dream A five wickets haul   ,2024-10-24 09:56:42,#Sundar,Twitter Web,False,https://twitter.com/@Navratan8807/status/None,73,13.0,2024-10-24,10,2024
665,tejaasss_,Tejas h Rohit wearing Virat ka helmet and making runs                K,2024-11-01 10:37:03,#Sundar,Twitter Web,False,https://twitter.com/@tejaasss_/status/None,70,1.0,2024-11-01,11,2024
666,mataonline,Maharashtra times Oct Washington Sundre to know which special player in the Indian team know the credit for success nsndtest matchInPuneArticleshcms             Washington Sundar attributed the success of seven wickets to a special player saying that the match is starting From Marathiindiatimescom,2024-10-24 18:05:10,#Sundar,Twitter Web,False,https://twitter.com/@mataonline/status/None,298,10.0,2024-10-24,10,2024
667,Monish09cric,Monish Oct Not selected in TI Team vs SA Not selected in Test Team vs AUS For BGT Ruturaj Gaikwad deserves one more chance FEEL FOR RUTURAJ GAIKWAD           ,2024-10-26 09:07:59,#Sundar,Twitter Web,False,https://twitter.com/@Monish09cric/status/None,158,1.0,2024-10-26,10,2024
668,S0HAIB_7,SOHAIB Oct Unplayable Unbelievable Another fifer for Noman Ali He takes wickets in overs runs given                ,2024-10-26 05:58:02,#Sundar,Twitter Web,False,https://twitter.com/@S0HAIB_7/status/None,115,11.0,2024-10-26,10,2024
669,Dailytweet40461,Dailytweets Oct Wicket haul for Washington Sundar in Second test vs Newzealand      ,2024-10-24 10:04:41,#Sundar,Twitter Web,False,https://twitter.com/@Dailytweet40461/status/None,84,6.0,2024-10-24,10,2024
670,kartik_kannan,Kartik Kannan Nov Sundar on a roll Looks like Sarfaraz said something to Rachin after he was bowled  ,2024-11-01 05:40:32,#Sundar,Twitter Web,False,https://twitter.com/@kartik_kannan/status/None,101,9.0,2024-11-01,11,2024
671,CBMCRICKET,CBMCRICKET Oct Perfect Comeback for Washi in the Test Cricket with Five Wickets Haul    ,2024-10-24 09:58:23,#Sundar,Twitter Web,False,https://twitter.com/@CBMCRICKET/status/None,88,10.0,2024-10-24,10,2024
672,bakaitbaaz,Ashutosh Oct Replying to Washington is a good all rounder in beautiful white ball gamesToday he has also bowled so well in the test match that now his name should be changed from Washington to United States of America  ,2024-10-24 12:32:35,#Sundar,Twitter Web,False,https://twitter.com/@bakaitbaaz/status/None,219,7.0,2024-10-24,10,2024
673,sunsat88,Sathya Narayan h Gill is eyeing for a Hope they clinch this           ,2024-11-02 06:44:47,#Sundar,Twitter Web,False,https://twitter.com/@sunsat88/status/None,70,9.0,2024-11-02,11,2024
674,nsfidai,MarketWisdombyNSFidai Oct Will this follow Angel MOSL MCap EV NP  aur   Discl not a recommendation to buy or sell do your own research and analysis K,2024-10-15 09:20:56,#Sundar,Twitter Web,False,https://twitter.com/@nsfidai/status/None,149,9.0,2024-10-15,10,2024
675,somoscdi,CDI investor club Jul   CEO of Googl highlighted a solid performance in search and cloud They are innovating in   of q Googl Informs income of billion an year on year increase They are still committed to sustainable growth K,2024-07-23 20:29:27,#Sundar,Twitter Web,False,https://twitter.com/@somoscdi/status/None,224,10.0,2024-07-23,7,2024
676,polimertv,Polimertv Sep years after the release of Palace    k,2024-09-19 07:46:40,#Sundar,Twitter Web,False,https://twitter.com/@polimertv/status/None,52,18.0,2024-09-19,9,2024
677,BDJade1,DrBd Jade SRScientist Jan In India UP West Bengal Bihar Madhya Pradesh Gujarat Punjab Melloo are cultivated the yield is given to tonnesacre due to the traditional farming traditionalFor higher yield irrigate drip or rainport sprinklersJain irrigation is helping farmers for high yield    PMO India and others,2024-01-03 16:28:33,#Sundar,Twitter Web,False,https://twitter.com/@BDJade1/status/None,309,9.0,2024-01-03,1,2024
678,KOTHGaming_,KOTH Gaming h Marvellous performance today by              Follow for updates and contests giveaways,2024-11-01 10:03:30,#Sundar,Twitter Web,False,https://twitter.com/@KOTHGaming_/status/None,100,5.0,2024-11-01,11,2024
679,Monish09cric,Monish Oct New Zealand from to A great comeback by Indian bowlers           ,2024-10-26 05:19:04,#Sundar,Twitter Web,False,https://twitter.com/@Monish09cric/status/None,76,10.0,2024-10-26,10,2024
680,Monish09cric,Monish Oct WASHINGTON SUNDAR IN THIS SPELL MATCH WINNING SPELL BY SUNDAR         ,2024-10-24 09:17:46,#Sundar,Twitter Web,False,https://twitter.com/@Monish09cric/status/None,81,5.0,2024-10-24,10,2024
681,ChennaiTimesTOI,Chennai Times Oct  clarifies on  Cs  timesofindiaindiatimescom Khushbu clarifies on Sundar Cs Aranmanai Tamil Movie News Times of India The popular actress and wife of Sundar C clarified that the pictures first look posters and cast doing the rounds on social media are fake,2024-10-26 08:03:34,#Sundar,Twitter Web,False,https://twitter.com/@ChennaiTimesTOI/status/None,274,9.0,2024-10-26,10,2024
682,BhimaKhunti3,Bhima khunti Oct what a performance brother Proud of you            ,2024-10-24 15:54:41,#Sundar,Twitter Web,False,https://twitter.com/@BhimaKhunti3/status/None,68,12.0,2024-10-24,10,2024
683,ankush_06_,Ankush Kumar Oct Sundar k selection p sawal utha rahe the sb Abhi jo thora izzat bacha h wo Sundar k wajah se hai wickets st innings m aur nd innings m bhi already le liya hai   ,2024-10-25 10:42:05,#Sundar,Twitter Web,False,https://twitter.com/@ankush_06_/status/None,178,6.0,2024-10-25,10,2024
684,ShivamDubey45,Shivam Dubey Oct NZ lead are now close to Be honest I feel game is already gone from our hand Already enough runs on board Chasing for this current indian team who is totally clueless against spin is almost impossible task     ,2024-10-25 11:15:36,#Sundar,Twitter Web,False,https://twitter.com/@ShivamDubey45/status/None,227,9.0,2024-10-25,10,2024
685,cricbuzz,Cricbuzz Oct  picks fer on Test return Ensures  restrict  to dissects the spell on Cricbuzz Chatter  K,2024-10-25 02:30:00,#Sundar,Twitter Web,False,https://twitter.com/@cricbuzz/status/None,102,20.0,2024-10-25,10,2024
